ID,Title,Rating,Gender,Platform,Actual Price,Website Price,Offer %,After offer Price,Profit,Available Stocks
2433,AB1-SX00172L Casuals For Women  (White),4.3,Women,Flipkart,769,799,3.75%,769.04,-0.04,1
5950,Women Brown Wedges Sandal,4.2,Women,Flipkart,499,999,50.05%,499,0,1
6186,Shathi Flower Designer Jutis For Womens And GirlS For Ethnic Wear Bellies For Women  (Beige),4.1,Women,Flipkart,285,499,42.89%,284.98,0.02,0
19454,Mojaris Jutis For Men  (White),3.9,Men,Flipkart,399,499,20.04%,399,0,0
2921,Bond Street by (Red Tape) Men's Sneakers,3.7,Men,Amazon,898,1199,25.10%,898.05,-0.05,1
5401,Combo(BR)-1077-349 Sneakers For Men  (Red),4,Men,Flipkart,330,998,66.93%,330.04,-0.04,1
10056,Men Black Flats Sandal,3.5,Men,Flipkart,749,999,25.03%,748.95,0.05,0
12531,Kapda Funda Juties Jutis For Women  (Multicolor),4.2,Women,Flipkart,199,599,66.78%,198.99,0.01,0
1446,EEZAY MAXOUT M Flip Flops,3.8,Men,Flipkart,259,799,67.58%,259.04,-0.04,0
11950,SOCKS Running Shoes For Men  (Red),4,Men,Flipkart,436,999,56.36%,435.96,0.04,1
12075,"Casual Boot Hiking & Trekking Shoes For Men  (Brown, Black)",3.9,Men,Flipkart,474,999,52.55%,474.03,-0.03,1
3941,LC9254B BLACK Formal Shoes For Men  (Black),4,Men,Flipkart,1714,2599,34.05%,1714.04,-0.04,1
2388,Rajasthani Jaipuri Partywear Ethnic Jutis For Women Jutis For Women  (Multicolor),4.2,Women,Flipkart,266,499,46.69%,266.02,-0.02,1
17456,408 Sneakers For Women  (Pink),3.8,Women,Flipkart,599,999,40.04%,599,0,1
3429,Women Black Heels Sandal,4.3,Women,Flipkart,699,999,30.03%,699,0,1
4667,Leather Design Stylish Look Boots Shoes Boots For Women  (Brown),4.2,Women,Flipkart,398,1399,71.55%,398.02,-0.02,1
15665,Women Beige Heels Sandal,3.9,Women,Flipkart,499,999,50.05%,499,0,0
16633,Flip Flops,3.7,Men,Flipkart,299,399,25.06%,299.01,-0.01,1
20299,Men Multicolor Sandal,4.1,Men,Flipkart,569,599,5.01%,568.99,0.01,1
15325,"Combo Pack of 2 Casual Shoes (Loafers Shoes) Slip On Sneakers For Men  (Navy, Blue)",3.8,Men,Flipkart,379,998,62.02%,379.04,-0.04,1
19947,Angel Fashion TY Slides,3.9,Men,Flipkart,270,799,66.21%,269.98,0.02,0
4157,Women Green Heels Sandal,4.3,Women,Flipkart,499,999,50.05%,499,0,0
438,"Rajwari Ethnic women Silver Robot mirror thread work mojari Bellies For Women  (Silver, Orange)",3.6,Women,Flipkart,207,433,46.89%,229.97,-22.97,1
16163,Flip Flops,4,Women,Flipkart,349,499,30.06%,349,0,1
13924,Combo Pack of 2 Casual Shoes Running Shoes For Men  (Black),3.7,Men,Flipkart,549,999,45.05%,548.95,0.05,1
9614,Women Gold Heels Sandal,4.1,Women,Flipkart,599,999,40.04%,599,0,1
12938,Womens Comfort Stylish Trending with colorful Printed Slippers combo (Pack Of 6 pairs) size 8 Flip Flops,3.8,Women,Flipkart,340,1499,77.32%,339.97,0.03,0
6902,Sneakers For Men  (Grey),4.1,Men,Flipkart,610,1499,59.31%,609.94,0.06,1
15786,GO WALK 5-SPARROW Walking Shoes For Men  (Navy),4.3,Men,Flipkart,3499,4999,30.01%,3498.8,0.2,1
3764,Women Tan Flats Sandal,4.1,Women,Flipkart,331,999,66.87%,330.97,0.03,1
1356,Juti Jutis For Women  (Multicolor),3.8,Women,Flipkart,280,499,43.89%,279.99,0.01,0
11012,Bellies Jutis For Women  (Blue),3.8,Women,Flipkart,280,600,53.33%,280.02,-0.02,0
6192,Men's Imprinted Oak Leather Rajasthani Mojaris Party Wear For Men Mojaris For Men  (Brown),3.6,Men,Flipkart,701,999,29.83%,701,0,0
5719,Flip Flops,4,Women,Flipkart,499,1298,61.56%,498.95,0.05,1
10155,Slippers,4.1,Women,Flipkart,228,399,42.86%,227.99,0.01,0
3081,Jutis For Women  (Multicolor),3.8,Women,Flipkart,362,1299,72.13%,362.03,-0.03,0
10117,"Combo Pack of 3 Casual & Sports Shoes (Loafers & Running Shoes) Canvas Shoes For Men  (Blue, Black)",3.8,Men,Flipkart,699,1497,53.31%,698.95,0.05,1
12530,Women Black Heels Sandal,4.2,Women,Flipkart,699,999,30.03%,699,0,1
11536,VL COURT 2.0 Sneakers For Women  (Blue),4.2,Women,Flipkart,2060,4999,58.79%,2060.09,-0.09,1
19708,Women Beige Flats Sandal,3.9,Women,Flipkart,360,799,54.94%,360.03,-0.03,1
11874,Loafers For Women  (Pink),4,Women,Flipkart,449,999,55.06%,448.95,0.05,1
19780,"Thread Embroidery Work Jutti Jutis For Women  (Black, Gold)",4.1,Women,Flipkart,189,499,62.12%,189.02,-0.02,0
20554,Women Copper Flats Sandal,4.1,Women,Flipkart,282,999,71.77%,282.02,-0.02,1
4852,Slippers,4.1,Women,Flipkart,369,430,14.19%,368.98,0.02,1
8005,Sneakers For Women  (Red),4,Women,Flipkart,299,499,40.08%,299,0,1
4737,Women Black Heels Sandal,3.9,Women,Flipkart,339,999,66.07%,338.96,0.04,0
14366,Slides,4.1,Men,Flipkart,249,999,75.08%,248.95,0.05,0
8612,Black mule Casuals For Women  (Black),4,Women,Flipkart,208,599,65.28%,207.97,0.03,0
18866,"Women Tan, Black Sports Sandal",3.6,Women,Flipkart,584,1299,55.04%,584.03,-0.03,1
20381,New Stylish Girls/Women/Ladies Comfortable Fashionable Outdoor High Heel Ankle Boots For Women  (Pink),4,Women,Flipkart,447,999,55.26%,446.95,0.05,0
20733,Casual Sneaker and Shoes for Running Yoga Walking Comfortable Walking Shoes For Women  (Pink),4.4,Women,Flipkart,699,999,30.03%,699,0,0
6270,Slides,3.9,Men,Flipkart,499,799,37.55%,498.98,0.02,0
7729,SL 154 Walking Shoes For Women  (Grey),4.3,Women,Flipkart,840,999,15.92%,839.96,0.04,1
9800,Mojaris For Men  (Black),4,Men,Flipkart,670,999,32.93%,670.03,-0.03,0
3267,VS ADVANTAGE CL Sneakers For Women  (Orange),3.7,Women,Flipkart,1808,4599,60.69%,1807.87,0.13,1
15359,Women Black Wedges Sandal,3.8,Women,Flipkart,395,599,34.06%,394.98,0.02,1
17590,Drove IDP Flip Flops,4.4,Men,Flipkart,909,1299,30.02%,909.04,-0.04,1
17793,Mojaris For Men Ethnic Mule For Men  (White),3.7,Men,Flipkart,379,999,62.06%,379.02,-0.02,0
10213,Women Green Bellies Sandal,4.6,Women,Flipkart,345,599,42.40%,345.02,-0.02,0
18888,Women Grey Bellies Sandal,3.9,Undefined,Flipkart,299,599,50.08%,299.02,-0.02,0
13684,"Skypy-31 Walking Shoes,Training Shoes,Sneakers,Loafers,Canvas Shoes,Casual Shoes,Sneakers Casuals For Men  (Silver, Black)",4,Men,Flipkart,549,599,8.35%,548.98,0.02,1
17155,Oxford For Men  (Black),3.4,Men,Flipkart,995,2999,66.82%,995.07,-0.07,1
14186,Women's Classic Flower Print Jutis Jutis For Women  (Blue),4.1,Women,Flipkart,442,790,44.05%,442.01,-0.01,0
1209,dbl-stp-2 Slippers,3.7,Men,Flipkart,206,799,74.22%,205.98,0.02,1
1409,"Women White, Black Flats Sandal",3.9,Women,Flipkart,337,899,62.51%,337.04,-0.04,0
7967,Flip Flops,3.9,Men,Flipkart,216,284,23.94%,216.01,-0.01,0
422,Slippers,4,Men,Flipkart,396,816,60.11%,325.5,70.5,1
1930,Sneakers For Women  (Black),3.8,Women,Flipkart,294,499,41.08%,294.01,-0.01,1
7089,"Shoes For Women's/Ladies/Female/Girls Trendy Fashionable Lightweight Comfortable Partywear, Casual wear Lace-UpCasual Stylish Boots/ Boots For Women Boots For Women  (Black)",4.1,Women,Flipkart,399,899,55.62%,398.98,0.02,1
3253,Women Gold Flats Sandal,2.3,Women,Flipkart,1048,1995,47.47%,1047.97,0.03,1
4903,Flip Flops,3.5,Men,Flipkart,98,499,80.36%,98,0,0
10228,Corporate Lace Up For Men  (Black),4,Men,Flipkart,949,999,5.01%,948.95,0.05,0
14874,top casual for men Casuals For Men  (Red),4.1,Men,Flipkart,450,999,54.96%,449.95,0.05,0
19628,VR901 Ladies belly Bellies For Women  (Red),4.4,Women,Flipkart,469,699,32.90%,469.03,-0.03,1
20252,Combo of 3 Casual Sneakers Shoes For Men Casuals For Men  (Multicolor),4.1,Men,Flipkart,448,1497,70.07%,448.05,-0.05,1
23,FLEX-O-ASTRO Training & Gym Shoes For Men  (Grey),4.2,Men,Flipkart,2032,3817,49.99%,1908.88,123.12,1
11143,Women White Bellies Sandal,4.2,Women,Flipkart,282,799,64.71%,281.97,0.03,0
3363,Men Khaki Casual Sandal,4.2,Men,Flipkart,2462,3195,22.94%,2462.07,-0.07,1
3110,"ALL ENGLAND 12 Badminton Shoes For Men  (Yellow, Black)",4.1,Men,Flipkart,1849,2890,36.02%,1849.02,-0.02,1
2768,Awesome Derby For Men  (Tan),3.8,Men,Flipkart,2195,3990,44.99%,2194.9,0.1,1
11108,Leather Casual Stylish Look Boots Shoes Boots For Women  (Black),4.3,Women,Flipkart,395,999,60.46%,395,0,1
20695,Cool Sneakers For Men  (White),4.1,Men,Flipkart,413,999,58.66%,412.99,0.01,1
11923,Slippers,3.8,Women,Flipkart,244,999,75.58%,243.96,0.04,0
10088,Women Black Wedges Sandal,3.9,Women,Flipkart,279,999,72.07%,279.02,-0.02,0
5029,Slides,4.2,Men,Flipkart,1355,1499,9.61%,1354.95,0.05,1
7603,Women Gold Heels Sandal,3.9,Women,Flipkart,849,2499,66.03%,848.91,0.09,1
6088,Lucky Bellies for Women For Women  (Multicolor),2.3,Women,Flipkart,299,499,40.08%,299,0,0
9548,Women SFL-504 Navy Blue Flip Flops,4,Women,Flipkart,209,274,23.72%,209.01,-0.01,1
11326,Men Black Sports Sandal,4.1,Men,Flipkart,1047,1999,47.62%,1047.08,-0.08,1
13152,Denill Women's Sneaker,3.9,Women,Amazon,449,449,0.00%,449,0,0
5987,Men Blue Sandal,4.2,Undefined,Flipkart,569,599,5.01%,568.99,0.01,0
5008,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1499,1699,11.77%,1499.03,-0.03,1
12490,"Trendy Fashion Lightweight Combo Pack of 02 Pairs Casuals Sneakers For Men  (Green, Yellow)",3.9,Men,Flipkart,570,1298,56.09%,569.95,0.05,1
17098,Men Black Clogs Sandal,3.6,Men,Flipkart,349,999,65.07%,348.95,0.05,0
20806,Casual For Men  (Black),3.9,Men,Flipkart,2691,3995,32.64%,2691.03,-0.03,1
4505,Women Tan Heels Sandal,4.1,Women,Flipkart,499,655,23.82%,498.98,0.02,0
17109,Women Black Heels Sandal,3.4,Women,Flipkart,749,999,25.03%,748.95,0.05,0
12053,Slides,3.5,Men,Flipkart,309,549,43.72%,308.98,0.02,1
258,"Spicy-51 White Casual Shoes,Canvas Shoes,Sneakers,Laceup Shoes,Walking Casuals For Women  (White)",3.9,Women,Flipkart,418,215,5.01%,204.23,213.77,1
1178,Women Pink Heels Sandal,3.8,Women,Flipkart,399,599,33.39%,398.99,0.01,0
19498,Voyager 1.0 Running Shoes For Men  (Black),4.2,Men,Flipkart,1449,2499,42.02%,1448.92,0.08,1
14302,Women Red Heels Sandal,3.7,Women,Flipkart,422,499,15.43%,422,0,1
6775,Women Gold Bellies Sandal,4.1,Women,Flipkart,499,999,50.05%,499,0,0
6156,Men Grey Sandal,4,Men,Flipkart,599,999,40.04%,599,0,0
20500,Women 86 Slip On Sneakers For Women  (Red),4.2,Women,Flipkart,464,499,7.01%,464.02,-0.02,1
12504,Men Black Sandal,4.3,Men,Flipkart,402,999,59.76%,402,0,0
17956,Black Formal Shoes Lace Up For Men  (Black),3.8,Men,Flipkart,2655,2795,5.01%,2654.97,0.03,1
18704,Slip On For Men  (Black),3.8,Men,Flipkart,499,999,50.05%,499,0,1
18619,Sneakers For Women  (Multicolor),4,Women,Flipkart,999,1999,50.03%,998.9,0.1,1
6290,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Pink),4.3,Women,Flipkart,399,999,60.06%,399,0,1
13741,Men Black Sandal,3.8,Men,Flipkart,406,1599,74.61%,405.99,0.01,1
3088,Ultra Speed V3 LP Running Shoes For Women  (Grey),4,Women,Flipkart,1430,3599,60.27%,1429.88,0.12,1
16309,"Casual , Partywear Sneakers Shoes For Men's And Boys Loafers For Men  (Brown)",4,Men,Flipkart,399,999,60.06%,399,0,1
172,multicolor Jutis For Women  (Multicolor),4.1,Women,Flipkart,281,625,52.71%,295.56,-14.56,0
1860,Running Shoes For Women  (Grey),4.2,Women,Flipkart,571,999,42.84%,571.03,-0.03,1
16431,"Bouncer Light Weight Economy Cricket Shoes Rubber Studs Cricket Shoes For Men Cricket Shoes For Men  (White, Blue)",4.2,Undefined,Flipkart,695,699,0.57%,695.02,-0.02,1
2572,Bellies For Women  (Gold),3.8,Women,Flipkart,242,1599,84.87%,241.93,0.07,0
9135,Bellies For Women  (Red),4.1,Women,Flipkart,239,499,52.10%,239.02,-0.02,0
18668,"Sneakers For Men  (Navy, Orange)",4.2,Men,Flipkart,836,899,7.01%,835.98,0.02,1
3155,MORGAN Running Shoes For Men  (Blue),4.1,Men,Flipkart,1499,1799,16.68%,1498.93,0.07,1
11946,Women Black Flats Sandal,5,Women,Flipkart,249,1299,80.83%,249.02,-0.02,0
19069,ESSENCE Men's Synthetic High Top Shoes,3.6,Men,Amazon,449,449,0.00%,449,0,0
15139,1153 Running Shoes For Women  (Pink),3.8,Women,Flipkart,328,499,34.27%,327.99,0.01,1
18724,Women Black Wedges Sandal,3.8,Women,Flipkart,395,599,34.06%,394.98,0.02,1
9337,Flip Flops,3.9,Men,Flipkart,209,599,65.11%,208.99,0.01,0
10369,Casuals For Men  (Blue),3.6,Men,Flipkart,444,699,36.48%,444,0,1
19216,Slippers,3.8,Men,Flipkart,399,900,55.67%,398.97,0.03,1
9765,Men Blue Clogs Sandal,3.8,Men,Flipkart,269,499,46.09%,269.01,-0.01,0
13936,Women Pink Wedges Sandal,4,Women,Flipkart,449,999,55.06%,448.95,0.05,1
6808,Women Black Bellies Sandal,4.4,Women,Flipkart,584,1299,55.04%,584.03,-0.03,1
658,Women Black Heels Sandal,3.9,Women,Flipkart,401,822,62.06%,311.87,89.13,0
7930,"Classy Stylish Mocassin, Casuals, Party Wear Loafers<U+FFFD> Loafers For Men  (Black)",4,Men,Flipkart,448,999,55.16%,447.95,0.05,1
2257,Howzat Spike 20 Cricket Shoes For Men  (White),4.5,Men,Flipkart,3849,6999,45.01%,3848.75,0.25,1
11869,Bellies For Women  (Brown),3.5,Women,Flipkart,549,999,45.05%,548.95,0.05,0
20120,Running Shoes For Men  (Black),3.8,Men,Flipkart,331,999,66.87%,330.97,0.03,1
6185,NIKE CHROMA THONG 5 Slippers,4.2,Men,Flipkart,1271,1495,14.98%,1271.05,-0.05,1
19525,Slides,4.1,Men,Flipkart,312,319,2.19%,312.01,-0.01,1
10702,ADILETTE AQUA Slides,4.3,Men,Flipkart,1047,1999,47.62%,1047.08,-0.08,1
10365,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,496,0,1
2235,Slides,3.9,Women,Flipkart,292,999,70.77%,292.01,-0.01,0
1795,DynaFlyte Running Shoes For Women  (Orange),4.6,Women,Flipkart,3924,10999,64.32%,3924.44,-0.44,1
5499,ENNO Outdoors For Men  (Grey),4.9,Men,Flipkart,999,2499,60.02%,999.1,-0.1,1
14016,"Jutis For Women  (White, Gold)",4,Women,Flipkart,330,699,52.79%,330,0,1
8587,SF0049G Flip Flops,4.1,Men,Flipkart,369,399,7.52%,369,0,1
6995,Stylish & Comfortable Mesh Shoes With Lace and AirMix Sole for Gyming/ Sports/ Casual/ Sneakers/ Walking/ Training Training & Gym Shoes For Men  (Multicolor),4,Men,Flipkart,599,1599,62.54%,598.99,0.01,1
68,Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (Black),4.2,Women,Flipkart,332,844,64.16%,302.49,29.51,0
9074,HASTEN Sneakers for Women,5,Women,Amazon,679,679,0.00%,679,0,1
11367,Blue Velvet Sharwani Jutti Jutis For Men  (Blue),2.6,Men,Flipkart,388,699,44.49%,388.01,-0.01,0
8561,"Top Rated,Training Shoes,Walking Shoes,Gym Shoes ,Sports Shoes, Running Shoes For Men,Cricket Shoes,Hocket Shoes,Vollyboll Shoes,Hiking Shoes,Casual Shoes,Football Shoes, Badminton Shoes,Basketball Shoes,Gym Shoes, Trekking Shoes,Juta, Tennis Shoe, Light Weight Comfortable Shoes For Men'S/Boy'S Casuals For Men  (Red)",3.7,Men,Flipkart,367,499,26.45%,367.01,-0.01,1
234,Men White Sandal,3.9,Men,Flipkart,435,856,57.36%,365,70,1
20608,Synthetic Leather Casual Partywear Boots Shoes For Men Outdoors For Men  (Tan),4,Men,Flipkart,498,999,50.15%,498,0,1
2642,AND CLAPTRAP ADDA HF-06 BLACKSTAR CASUAL WOMEN Flip Flops,3.9,Women,Flipkart,379,699,45.78%,379,0,0
4327,Men Grey Sandal,4,Men,Flipkart,1299,1999,35.02%,1298.95,0.05,1
5990,"Women Grey, Green Sports Sandal",3.9,Women,Flipkart,759,799,5.01%,758.97,0.03,0
6746,"Velocity IDP Walking Shoes For Men  (Black, Orange)",4,Men,Flipkart,1549,2999,48.35%,1548.98,0.02,0
4817,Bellies For Women  (Multicolor),3.7,Women,Flipkart,299,499,40.08%,299,0,0
12597,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.8,Women,Flipkart,449,999,55.06%,448.95,0.05,0
15643,Men Black Sandal,4.2,Men,Flipkart,1499,2999,50.02%,1498.9,0.1,1
15,R78 Wn s Metallic Sneakers For Women  (White),4.5,Women,Flipkart,2721,4799,43.84%,2695.12,25.88,1
7961,Women Golden Laser Cut Shoes Sneakers For Women  (Pink),4.3,Women,Flipkart,499,999,50.05%,499,0,1
20669,Boots For Men  (Olive),4,Men,Flipkart,569,1199,52.54%,569.05,-0.05,0
15702,Women Brown Heels Sandal,4.2,Women,Flipkart,517,699,26.04%,516.98,0.02,1
13779,Sneakers For Men  (Red),4.1,Men,Flipkart,221,499,55.71%,221.01,-0.01,0
19859,JK PORT Ladies New casuals Boots For Women  (Black),3.9,Women,Flipkart,899,999,10.01%,899,0,0
7538,Juti For Men Jutis For Men  (Silver),3.9,Men,Flipkart,429,999,57.06%,428.97,0.03,0
4283,Jutis For Women  (Multicolor),4.7,Women,Flipkart,220,500,56.00%,220,0,0
19768,Combo Pack of 2 Latest Collection Stylish Sports Running Shoes For Men Running Shoes For Men  (Multicolor),3.5,Men,Flipkart,504,998,49.50%,503.99,0.01,1
2580,Men Black Sandal,3.6,Men,Flipkart,268,999,73.17%,268.03,-0.03,1
19593,Men Black Sandal,3.6,Men,Flipkart,359,1999,82.04%,359.02,-0.02,0
257,Boots For Women  (Grey),4.1,Women,Flipkart,335,1382,66.25%,466.43,-131.43,0
19211,Jutis For Men  (White),3.9,Men,Flipkart,424,999,57.56%,423.98,0.02,0
17218,Synthetic Leather Black Formal Office Shoes Slip On For Men  (Black),4.2,Men,Flipkart,599,999,40.04%,599,0,1
7718,Women Tan Flats Sandal,4.2,Undefined,Flipkart,900,999,9.91%,900,0,0
16843,Flip Flops,4.1,Women,Flipkart,299,998,70.04%,299,0,1
7592,Flip Flops,3.9,Men,Flipkart,498,1497,66.73%,498.05,-0.05,1
1026,Slip On Sneakers For Men  (Blue),3.8,Men,Flipkart,289,499,42.08%,289.02,-0.02,0
123,Slip On For Men  (Black),3.6,Men,Flipkart,1700,7254,75.01%,1812.77,-112.77,1
898,Women Red Heels Sandal,4,Women,Flipkart,469,657,28.61%,469.03,-0.03,0
6846,Perfect Stylish Girls Sports Shoes Walking Shoes For Women  (Pink),4,Women,Flipkart,316,599,47.25%,315.97,0.03,1
20475,Girls Stylish Cut Work Design Sneakers For Women  (White),4,Women,Flipkart,349,499,30.06%,349,0,1
4643,Cassiey  Comfortable and Latest Casuals Shoes|Sports Shoes Athletic |Walking Shoes for Girls Walking Shoes For Women  (Beige),4.1,Women,Flipkart,899,999,10.01%,899,0,1
20272,BELGIUM Running Shoes For Men  (White),4.2,Men,Flipkart,1183,1499,21.08%,1183.01,-0.01,1
19973,"Colorfull patent loafer Party Wear For Men  (Blue, Black)",4.2,Men,Flipkart,499,999,50.05%,499,0,0
14727,1010 Jutis For Men  (Brown),3.7,Men,Flipkart,399,999,60.06%,399,0,1
7187,Lace Up Shoes For Men  (Black),4.3,Men,Flipkart,2591,3999,35.21%,2590.95,0.05,1
13673,Shree Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Shoe Jutis For Women Jutis For Women  (Multicolor),3.7,Women,Flipkart,299,499,40.08%,299,0,0
20696,Loafers For Men  (Blue),4,Men,Flipkart,430,999,56.96%,429.97,0.03,0
12642,Mojaris For Men  (Black),3.1,Men,Flipkart,399,999,60.06%,399,0,0
9853,Men Brown Sandal,3.8,Men,Flipkart,949,2299,58.72%,949.03,-0.03,1
14320,Sneakers For Women  (Grey),4.2,Women,Flipkart,425,999,57.46%,424.97,0.03,0
5359,Adelina Walking Shoes For Women  (Brown),4.6,Women,Flipkart,3798,3799,0.03%,3797.86,0.14,1
7948,"Future-04,RIYA-04 Running Shoes,Walking Shoes,Casual Shoes,Sports shoes For Women  (Black)",4.1,Women,Flipkart,524,539,2.78%,524.02,-0.02,1
17923,POPULAR Designer Leatherette Premium Black Party Wear Slip-On Formal Shoes Slip On For Men  (Black),4,Men,Flipkart,498,999,50.15%,498,0,0
680,Slip On Sneakers For Women  (Blue),4.5,Women,Flipkart,547,830,21.03%,655.45,-108.45,1
4123,489 Outdoors Mesh Lace-Ups Smart Casuals Shoes for Men Outdoors For Men  (Black),3.7,Men,Flipkart,294,999,70.57%,294.01,-0.01,1
10036,Women Pink Heels Sandal,3.8,Women,Flipkart,365,1299,71.90%,365.02,-0.02,0
15651,Women Black Wedges Sandal,3.9,Women,Flipkart,599,1249,52.04%,599.02,-0.02,0
16367,Men Grey Flats Sandal,4.3,Men,Flipkart,1649,2999,45.02%,1648.85,0.15,1
5422,Slippers,4.4,Women,Flipkart,349,1099,68.24%,349.04,-0.04,0
1009,Blink Duo IDP Slippers,4.3,Men,Flipkart,899,1299,30.79%,899.04,-0.04,1
12464,Boots For Women  (Black),4.5,Women,Flipkart,499,999,50.05%,499,0,0
10202,"HANS RUNNER Running Shoes For Women  (Grey, Orange)",4.3,Undefined,Flipkart,1610,3999,59.74%,1610,0,1
2586,Sneakers For Men  (Multicolor),3.9,Men,Flipkart,404,999,59.56%,404,0,1
9082,Men's Golden Wedding & Sherwani Mojaris Jutis For Men  (Gold),4.4,Men,Flipkart,699,1299,46.19%,698.99,0.01,0
1431,Women Blue Heels Sandal,4.2,Women,Flipkart,742,899,17.46%,742.03,-0.03,1
5465,Running Shoes For Women  (Grey),4.3,Women,Flipkart,2927,4799,39.01%,2926.91,0.09,1
7091,"ASIAN Captain-12 Latest Casual Sneakers,Lace up Lightweight Shoes for Running Walking, Gym,Sports,Hiking & Party",3.7,Men,Amazon,599,674,11.13%,598.98,0.02,1
3756,Women Beige Flats Sandal,3.8,Women,Flipkart,406,499,18.64%,405.99,0.01,1
2602,Latest morpankh Design Rajasthani Belly Juti for Women and Girls Bellies For Women  (Black),4,Women,Flipkart,199,799,75.09%,199.03,-0.03,0
18550,Flip Flops,4.1,Women,Flipkart,299,599,50.08%,299.02,-0.02,1
18978,Women Beige Flats Sandal,4,Women,Flipkart,599,999,40.04%,599,0,1
6194,"Sneakers For Women  (White, Black)",4.4,Women,Flipkart,584,999,41.54%,584.02,-0.02,1
19690,Slippers,3.9,Women,Flipkart,187,499,62.53%,186.98,0.02,0
9335,RUNNER3.0 Running Shoes For Women  (Black),4.3,Women,Flipkart,1922,5100,62.31%,1922.19,-0.19,1
17284,"Women's/Girls Trendy Fashionable Lightweight Comfortable shoe Sneakers For Women  (White, Pink)",4.1,Women,Flipkart,357,999,64.26%,357.04,-0.04,1
19941,Women Blue Flats Sandal,3.9,Women,Flipkart,1771,2495,29.02%,1770.95,0.05,1
7205,Women Pink Flats Sandal,3.6,Women,Flipkart,599,1499,60.04%,599,0,1
19386,"Colorfull patent loafer Party Wear For Men  (Black, Red)",4.2,Men,Flipkart,499,999,50.05%,499,0,0
12484,Combo Pack of 2 Casual Loafer Sneakers Shoes Slip On Sneakers For Men  (Multicolor),4,Men,Flipkart,399,998,60.02%,399,0,1
20056,Mojaris For Men  (Black),3.7,Men,Flipkart,549,799,31.29%,548.99,0.01,0
10744,Jutis For Women  (Black),4,Women,Flipkart,199,499,60.12%,199,0,0
791,Women Black Wedges Sandal,4.2,Women,Flipkart,309,363,10.04%,326.55,-17.55,1
18255,SL 154 Walking Shoes For Women  (Black),4.3,Women,Flipkart,840,999,15.92%,839.96,0.04,1
15163,Women Beige Heels Sandal,3.8,Women,Flipkart,455,533,14.63%,455.02,-0.02,0
1034,Fashionable Women's Shoe (Bellies) Wedges For Women  (Pink),2.3,Women,Flipkart,449,998,55.01%,449,0,0
10466,Training & Gym Shoes For Women  (Black),4.1,Women,Flipkart,896,2499,64.15%,895.89,0.11,1
4554,Casuals For Women  (Black),3.9,Women,Flipkart,298,599,50.25%,298,0,1
16597,Designer Loafers For Men  (Blue),4,Men,Flipkart,299,499,40.08%,299,0,1
11456,Blue Clogs For Men  (Blue),4,Men,Flipkart,399,499,20.04%,399,0,0
16591,Women Blue Heels Sandal,4,Women,Flipkart,599,999,40.04%,599,0,0
20030,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (White)",4.3,Women,Flipkart,365,999,63.46%,365.03,-0.03,0
18373,Slippers,4.2,Men,Flipkart,309,329,6.08%,309,0,1
1911,Women Maroon Wedges Sandal,3.9,Women,Flipkart,499,899,44.49%,499.03,-0.03,0
15152,Running Shoes For Men  (Black),3.8,Men,Flipkart,339,999,66.07%,338.96,0.04,1
11150,Women Pink Sports Sandal,4.4,Women,Flipkart,1170,1299,9.93%,1170.01,-0.01,1
12564,"Jutis For Women  (Gold, Blue)",3.9,Women,Flipkart,199,499,60.12%,199,0,0
7933,"Women Navy, Blue Sports Sandal",3.2,Women,Flipkart,569,799,28.79%,568.97,0.03,1
1605,"Socks Shoes Casuals For Men  (Blue, Black)",4.1,Men,Flipkart,498,999,50.15%,498,0,1
19337,NU 2 Wn s Running Shoe For Women  (Purple),4.1,Women,Flipkart,787,2999,73.76%,786.94,0.06,1
7674,Slip On For Men  (Black),2,Men,Flipkart,1979,6599,70.01%,1979.04,-0.04,1
18475,"Women Tan, Off White, Brown Sports Sandal",4.2,Women,Flipkart,499,1199,58.38%,499.02,-0.02,0
969,Men Green Sandal,3.4,Men,Flipkart,411,646,5.01%,613.64,-202.64,1
17073,Bellies For Women  (Black),4,Women,Flipkart,499,999,50.05%,499,0,0
10547,Combo Pack of 2 Latest Collection Stylish casual Sports Sneakers For Men  (Multicolor),3.9,Men,Flipkart,499,998,50.00%,499,0,1
13633,Casual Sneakers Shoes For Men Sneakers For Men  (White),3.8,Men,Flipkart,599,999,40.04%,599,0,1
225,Flip Flops,4.1,Women,Flipkart,310,779,50.08%,388.88,-78.88,1
12479,DREAM Running Shoes For Women  (Navy),4.3,Women,Flipkart,1049,1199,12.51%,1049.01,-0.01,1
10136,Women Black Heels Sandal,3.7,Women,Flipkart,339,1499,77.38%,339.07,-0.07,1
2123,ROYCE-2 Running Shoes For Men  (Blue),4.2,Men,Flipkart,989,1049,5.72%,989,0,1
